FUELLOCATION_ID,StationName,Address,City,State,PostCode,Region,MSA,County,Latitude,Longitude,StoreBrand,SupplyBrand,GasBrand,CorpBrand,Phone,OPISTruckstop_ID,PrimaryRack_ID,PrimaryRack_Name,SecondaryRack_ID,SecondayRack_NAME,distance_to_primary_rack_miles,distance_to_secondary_rack_miles
164572,ASHFORK SERVICE,202 E LEWIS AVE,Ash Fork,AZ,86320,Southwest,"Prescott, AZ",Yavapai,35.2234175129,-112.478916096,Mobil,ExxonMobil,Mobil,ExxonMobil,(928)637-2308,,930,"Phoenix, AZ",910.0,"Las Vegas, NV",124.8060094374347,163.00265099209204
314809,HILLSIDE TEXACO,925 E FRONTAGE RD,Ash Fork,AZ,86320,Southwest,"Prescott, AZ",Yavapai,35.2188320944,-112.4952835944,Texaco,Chevron,Texaco,Chevron,(928)637-2300,,930,"Phoenix, AZ",910.0,"Las Vegas, NV",124.67143494648394,162.29377414497665
589877,SHELL SERVICE STATION,93 E LEWIS AVE,Ash Fork,AZ,86320,Southwest,"Prescott, AZ",Yavapai,35.2229077717,-112.4788935913,Shell,Shell,Shell,Shell,(928)637-2268,,930,"Phoenix, AZ",910.0,"Las Vegas, NV",124.77117186504069,163.01837526372256
598075,COSTCO #0691,10000 W MCDOWELL RD,Avondale,AZ,85392,Southwest,"Phoenix, AZ",Maricopa,33.4662743384,-112.2741825249,Costco,Unbranded,Costco,Costco,(623)907-5663,,930,"Phoenix, AZ",980.0,"Tucson, AZ",11.605999305599086,114.346278272716
222465,CIRCLE K #0243,11025 W BUCKEYE RD,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.435271,-112.297718,Circle K,Unbranded,Circle K,Couche-Tard,(623)936-7261,,930,"Phoenix, AZ",980.0,"Tucson, AZ",12.931031874919109,113.67294812906744
622424,FRYS FUEL #7089 (DISCOUNT AVAILABLE),11425 W BUCKEYE RD,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.4350055554,-112.3038070569,Frys,Unbranded,Frys,Kroger,(623)907-1990,,930,"Phoenix, AZ",980.0,"Tucson, AZ",13.282559064480978,113.89872410969224
420274,CIRCLE K #1225,12301 W LOWER BUCKEYE RD,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.420302,-112.324117,Circle K,Unbranded,Circle K,Couche-Tard,(623)932-2370,,930,"Phoenix, AZ",980.0,"Tucson, AZ",14.552623918943763,113.96548272587704
664858,QUIKTRIP #423,13067 W THOMAS RD,Avondale,AZ,85392,Southwest,"Phoenix, AZ",Maricopa,33.4782811785,-112.3403951526,QuikTrip,Unbranded,QuikTrip,QuikTrip,(623)935-4167,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.49423261870718,117.52500591194917
202935,FOUR SONS FOOD STORE #605,13085 W RANCHO SANTA FE BLVD,Avondale,AZ,85392,Southwest,"Phoenix, AZ",Maricopa,33.4603788219,-112.3405392189,Four Sons Food Store,Chevron,Chevron,Bro Retail Group Inc,(623)535-3646,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.388215136894717,116.6259414426229
609859,SAMS CLUB #4830,1459 N DYSART RD,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.450995,-112.340515,Sams Club,Unbranded,Sams Club,Sams Club,(623)882-3859,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.366419802432963,116.15321213320388
657102,QUIKTRIP #1424,150 N AVONDALE BLVD,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.4466108351,-112.3070439038,QuikTrip,Unbranded,QuikTrip,QuikTrip,(623)882-2122,,930,"Phoenix, AZ",980.0,"Tucson, AZ",13.436575655444376,114.61311545031678
561578,CIRCLE K #9186,1595 N 115TH AVE,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.463647,-112.306014,Circle K,Unbranded,Circle K,Couche-Tard,(623)907-0012,,930,"Phoenix, AZ",980.0,"Tucson, AZ",13.416742023600738,115.43943890440173
456480,CIRCLE K #6645,1595 N DYSART RD,Avondale,AZ,85392,Southwest,"Phoenix, AZ",Maricopa,33.463763,-112.340553,Circle K,Shell,Shell,Couche-Tard,(623)935-0904,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.403056347003004,116.79703880272469
663616,FRYS FUEL #7112 (DISCOUNT AVAILABLE),2915 N DYSART RD,Avondale,AZ,85392,Southwest,"Phoenix, AZ",Maricopa,33.4792989548,-112.3403695222,Frys,Unbranded,Frys,Kroger,(623)925-0267,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.502208049091236,117.57562108827722
209987,CIRCLE K #0822,3 E MAIN ST,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.429103,-112.349134,Circle K,Unbranded,Circle K,Couche-Tard,(623)932-3861,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.920221312760548,115.40474309549136
250256,CHEVRON,3925 N 107TH AVE,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.4933727466,-112.2897191008,Chevron,Chevron,Chevron,Chevron,(623)872-9551,,930,"Phoenix, AZ",980.0,"Tucson, AZ",12.81624101343477,116.34202532608631
172514,CIRCLE K #2893,51 E VAN BUREN ST,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.449646,-112.349442,Circle K,Unbranded,Circle K,Couche-Tard,(623)932-1678,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.880398003231267,116.4401326664573
562911,J J GAS,627 E MAIN ST,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.4333369951,-112.3418020043,Unbranded,Unbranded,Unbranded,Unbranded,(623)932-5523,,930,"Phoenix, AZ",980.0,"Tucson, AZ",15.47618322317428,115.32152254861278
492077,PILOT TRAVEL CENTERS #459,900 N 99TH AVE,Avondale,AZ,85323,Southwest,"Phoenix, AZ",Maricopa,33.4570852252,-112.2736315996,Pilot,Unbranded,Pilot,Pilot,(623)936-0900,66022.0,930,"Phoenix, AZ",980.0,"Tucson, AZ",11.52458217212624,113.85130174221946
593545,S AND G CONVENIENCE,115 MAIN ST,Bagdad,AZ,86321,Southwest,"Prescott, AZ",Yavapai,34.5740977922,-113.1798158067,Unbranded,Unbranded,Unbranded,Unbranded,(928)633-4243,,930,"Phoenix, AZ",980.0,"Tucson, AZ",100.30710865644093,206.3404041288877
439749,CONOCO AT BAGDAD,117 MAIN ST,Bagdad,AZ,86321,Southwest,"Prescott, AZ",Yavapai,34.574657388,-113.1807039864,Conoco,PSX,Conoco,PSX,(928)633-6002,,930,"Phoenix, AZ",980.0,"Tucson, AZ",100.3690799417011,206.402168319473
322518,CHEVRON,I 10 & CASA BLANCA RD,Bapchule,AZ,85121,Southwest,"Phoenix, AZ",Pinal,33.1173216586,-111.8487460567,Chevron,Chevron,Chevron,Chevron,(520)315-3534,,930,"Phoenix, AZ",,,26.318084296873362,
611400,PILOT TRAVEL CENTERS #180,12500 W I-40,Bellemont,AZ,86015,Southwest,"Flagstaff, AZ",Coconino,35.2382343175,-111.8220068496,Pilot,Unbranded,Pilot,Pilot,(928)773-0180,63850.0,930,"Phoenix, AZ",617.0,"Ciniza, NM",124.50588978717524,294.8266519256633
457380,BENSON FUELS,103 W 4TH ST,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9683442455,-110.2977077977,Unbranded,Unbranded,Unbranded,Unbranded,(520)586-3094,,980,"Tucson, AZ",930.0,"Phoenix, AZ",43.34863199359568,145.3375372682156
457381,SPEEDWAY #2972,104 E 4TH ST,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9682108584,-110.2972303086,Speedway,Tesoro (UNB),Speedway,7-Eleven,(520)586-7944,,980,"Tucson, AZ",930.0,"Phoenix, AZ",43.37794605291014,145.36380109955047
603870,TEXACO,1090 S HIGHWAY 80,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9497373168,-110.2862773029,Texaco,Chevron,Texaco,Chevron,(520)586-1057,,980,"Tucson, AZ",930.0,"Phoenix, AZ",44.49428503337999,146.7226316573658
73641,CIRCLE K #2945,201 E 4TH ST,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.968011,-110.295854,Circle K,Unbranded,Circle K,Couche-Tard,(520)586-3411,,980,"Tucson, AZ",930.0,"Phoenix, AZ",43.457239839923474,145.43046266132833
572026,QUICK PIC MARKET,62 N OAK DR,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.964066381,-110.4325999652,Chevron,Chevron,Chevron,Chevron,(520)586-2163,,980,"Tucson, AZ",930.0,"Phoenix, AZ",36.4162386540702,140.09219138256682
457382,SHELL,640 S HIGHWAY 90,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9623687255,-110.346460868,Shell,Shell,Shell,Shell,(520)586-2053,,980,"Tucson, AZ",930.0,"Phoenix, AZ",40.93684835883999,143.63475665512198
410881,LOVES TRAVEL STOPS #460,643 S HIGHWAY 90,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9623209732,-110.3450918197,Loves,Unbranded,Loves,Loves,(520)586-8702,63855.0,980,"Tucson, AZ",930.0,"Phoenix, AZ",41.01031596988813,143.69279959637848
200995,CHEVRON,680 N OCOTILLO RD,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.9765569803,-110.3066046271,Chevron,Chevron,Chevron,Chevron,(520)586-7231,,980,"Tucson, AZ",930.0,"Phoenix, AZ",42.64204229734647,144.56741399355204
403151,CIRCLE K #0761,705 E 4TH ST,Benson,AZ,85602,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.965929,-110.285491,Circle K,Unbranded,Circle K,Couche-Tard,(520)586-3900,,980,"Tucson, AZ",930.0,"Phoenix, AZ",44.07073468359177,145.9610967603068
457741,GOOD 2 GO #524,101 ARIZONA ST,Bisbee,AZ,85603,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.4112167985,-109.8786138294,Good 2 Go,PSX,76,Good 2 Go,(520)432-2763,,980,"Tucson, AZ",930.0,"Phoenix, AZ",85.3511086706325,190.27389981661753
217429,CHEVRON,1288 HIGHWAY 92,Bisbee,AZ,85603,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.3971006316,-109.9289318322,Chevron,Chevron,Chevron,Chevron,(520)432-2191,,980,"Tucson, AZ",930.0,"Phoenix, AZ",83.81039224233223,189.04880788876514
675446,BISBEE BEVERAGE,1476 W HIGHWAY 92,Bisbee,AZ,85603,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.3949622,-109.9341132,Unbranded,Unbranded,Unbranded,Unbranded,(520)432-9063,,980,"Tucson, AZ",930.0,"Phoenix, AZ",83.68915644087036,188.96088285476768
403160,CIRCLE K #0230,401 GARDEN AVE,Bisbee,AZ,85603,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.444339,-109.923523,Circle K,Unbranded,Circle K,Couche-Tard,(520)432-4742,,980,"Tucson, AZ",930.0,"Phoenix, AZ",81.85135225762613,186.80405602995992
457742,SPEEDWAY #2975,906 STATE HIGHWAY 92,Bisbee,AZ,85603,Southwest,"Sierra Vista-Douglas, AZ",Cochise,31.4021677546,-109.9182929176,Speedway,Tesoro (UNB),Speedway,7-Eleven,(520)432-3113,,980,"Tucson, AZ",930.0,"Phoenix, AZ",84.03131344909279,189.19583034430525
40892,CANYON SERVICE CENTER,34400 OLD BLACK CANYON HWY,Black Canyon City,AZ,85324,Southwest,"Prescott, AZ",Yavapai,34.0668512755,-112.1511740508,Shell,Shell,Shell,Shell,(623)374-5236,,930,"Phoenix, AZ",980.0,"Tucson, AZ",42.962846471779585,144.46832898523857
642266,ROCKS SPRINGS 76 GAS,35769 S OLD BLACK CANYON HWY,Black Canyon City,AZ,85324,Southwest,"Prescott, AZ",Yavapai,34.0480288875,-112.1488787209,76,PSX,76,PSX,(623)374-5794,,930,"Phoenix, AZ",980.0,"Tucson, AZ",41.655650479993014,143.26293098475344
245761,CHEVRON,101 INDIAN ROUTE 29,Blue Gap,AZ,86520,Southwest,,Navajo,36.0753619538,-109.9888878314,Chevron,Chevron,Chevron,Chevron,(928)725-3460,,617,"Ciniza, NM",614.0,"Bloomfield, NM",202.04950169449262,119.70138739636505
596510,ROADRUNNER MARKET,27646 HIGHWAY 72,Bouse,AZ,85325,Southwest,,La Paz,33.9331172075,-114.0067318341,Unbranded,Unbranded,Unbranded,Unbranded,(928)851-2400,,930,"Phoenix, AZ",900.0,"Imperial, CA",116.05268283054002,117.2866886808389
571087,Dwaynes Fresh Jerky,1120 W BUSINESS 10,Bowie,AZ,85605,Southwest,"Sierra Vista-Douglas, AZ",Cochise,32.3300008097,-109.5027866702,Unbranded,Unbranded,Unbranded,Unbranded,(520)847-2584,,980,"Tucson, AZ",640.0,"El Paso, TX",86.3093178786666,181.04725109058984
40541,CHEVRON #383948,1275 E BUSINESS LOOP,Bowie,AZ,85605,Southwest,"Sierra Vista-Douglas, AZ",Cochise,32.318991678,-109.4522786835,Chevron,Chevron,Chevron,Chevron,(520)847-2288,,980,"Tucson, AZ",640.0,"El Paso, TX",89.19475204796875,178.0050942963947
604105,FRYS FUEL #7675 (DISCOUNT AVAILABLE),1300 S WATSON RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.4340045378,-112.55672928,Frys,Unbranded,Frys,Kroger,(623)691-6600,,930,"Phoenix, AZ",980.0,"Tucson, AZ",27.85123905790783,124.2712799275459
5209,J J FOOD MART,1419 N JACKRABBIT TRL,Buckeye,AZ,85396,Southwest,"Phoenix, AZ",Maricopa,33.4635668322,-112.4783556156,Chevron,Chevron,Chevron,Chevron,(623)853-0187,,930,"Phoenix, AZ",980.0,"Tucson, AZ",23.33413806137567,122.35898830049537
655005,FAST MARKET #4608,1520 N VERRADO WAY,Buckeye,AZ,85396,Southwest,"Phoenix, AZ",Maricopa,33.464977,-112.504865,FastMarket,Shell,Shell,GPM Investments,(623)853-8591,,930,"Phoenix, AZ",980.0,"Tucson, AZ",24.865017486208217,123.52863976484133
629558,LOVES TRAVEL STOPS #280,1610 S MILLER RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.4313613541,-112.5921842131,Loves,Unbranded,Loves,Loves,(623)386-7462,67393.0,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.901388916553106,125.6799898086187
645974,QUIKTRIP #492,1850 S MILLER RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.4295157342,-112.5914549089,QuikTrip,Unbranded,QuikTrip,QuikTrip,(623)386-8855,68874.0,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.864987552786605,125.5643555126444
624165,SHELL,19491 N CANYON SPRINGS BLVD,Buckeye,AZ,85396,Southwest,"Phoenix, AZ",Maricopa,33.6612059236,-112.6157852204,Shell,Shell,Shell,Shell,,,930,"Phoenix, AZ",980.0,"Tucson, AZ",34.489200683414154,137.60833955494576
687854,FRYS FUEL #692,19594 W INDIAN SCHOOL  RD,Buckeye,AZ,85396,Southwest,"Phoenix, AZ",Maricopa,33.4931536128,-112.4809671892,Frys,Unbranded,Frys,Kroger,(623)265-7214,,930,"Phoenix, AZ",980.0,"Tucson, AZ",23.660097424182204,123.89676869451341
630074,SPEED SMART,2075 S MILLER RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.4275994865,-112.5904103701,Speed Smart,Chevron,Chevron,Speed Smart,(623)474-6262,68268.0,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.8112358490642,125.43185697604272
246649,SHELL,26602 W US HIGHWAY 85,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.3704182,-112.6231570355,Shell,Shell,Shell,Shell,(623)386-1606,,930,"Phoenix, AZ",980.0,"Tucson, AZ",32.13022928457323,124.32663784142845
172534,CIRCLE K #0820,307 E US HIGHWAY 85,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.372876,-112.574009,Circle K,Unbranded,Circle K,Couche-Tard,(623)386-2827,,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.308278448845947,122.25133575724408
458941,SHELL,501 E MONROE AVE,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.3702731827,-112.5847466373,Shell,Shell,Shell,Shell,(623)386-2221,,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.95024618497845,122.61050091605676
628983,CIRCLE K #3397,537 S WATSON RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.442211,-112.555914,Circle K,Unbranded,Circle K,Couche-Tard,(623)327-2772,,930,"Phoenix, AZ",980.0,"Tucson, AZ",27.788439846657514,124.61589062946781
403075,CIRCLE K #1198,721 N 195TH AVE,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.455117,-112.478359,Circle K,Unbranded,Circle K,Couche-Tard,(623)853-0626,,930,"Phoenix, AZ",980.0,"Tucson, AZ",23.316543107184657,121.95368718390296
449725,SPEED SMART,825 E MONROE AVE,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.3703781179,-112.5789184272,Speed Smart,Chevron,Chevron,Speed Smart,(623)386-2504,,930,"Phoenix, AZ",980.0,"Tucson, AZ",29.61830730725855,122.35718662474525
684783,QUIKTRIP #1407,900 S WATSON RD,Buckeye,AZ,85326,Southwest,"Phoenix, AZ",Maricopa,33.438436,-112.557139,QuikTrip,Unbranded,QuikTrip,QuikTrip,,,930,"Phoenix, AZ",980.0,"Tucson, AZ",27.86489030676057,124.4935755350792
403056,CIRCLE K #0420,1062 HIGHWAY 95,Bullhead City,AZ,86429,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.149984,-114.567703,Circle K,Unbranded,Circle K,Couche-Tard,(928)754-2242,,910,"Las Vegas, NV",860.0,"Barstow, CA",77.44710349870313,140.0251968691304
600834,FASTRIP FOOD STORE #34,1131 HIGHWAY 95,Bullhead City,AZ,86429,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.145786668,-114.5690768294,Fastrip Food Store,Unbranded,Fastrip Food Store,Jaco Oil Co,(928)754-1017,,910,"Las Vegas, NV",860.0,"Barstow, CA",77.67960844360591,139.91552200506976
638511,MINIT SERVE,1251 BASELINE RD,Bullhead City,AZ,86442,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.1155658063,-114.6036331026,Unbranded,Unbranded,Unbranded,Unbranded,(928)763-6600,,910,"Las Vegas, NV",860.0,"Barstow, CA",78.82767487244698,137.75476319875506
222344,BEYOND FOOD MART CARWASH,1626 HIGHWAY 95,Bullhead City,AZ,86442,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.126244,-114.577248,Chevron,Chevron,Chevron,Chevron,(928)763-1217,,910,"Las Vegas, NV",860.0,"Barstow, CA",78.72809161632904,139.31238054024763
623590,SMITHS FUEL #9191 (DISCOUNT AVAILABLE),1775 LAKESIDE DR,Bullhead City,AZ,86442,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.1075166265,-114.6139563919,Smiths,Unbranded,Smiths,Kroger,(928)763-8686,,910,"Las Vegas, NV",860.0,"Barstow, CA",79.12438805304689,137.1203383854782
600682,TERRIBLE HERBST #180,1815 HIGHWAY 95,Bullhead City,AZ,86442,Southwest,"Lake Havasu-Kingman, AZ",Mohave,35.1207833247,-114.5897501775,Terrible Herbst,Unbranded,Terrible Herbst,Terrible Herbst,(928)758-6080,,910,"Las Vegas, NV",860.0,"Barstow, CA",78.79649647774572,138.57128854355392
